,sentiment,review_text
10126,0.2558095238095238,"Dexter and team did a fantastic job selling a property for us.  Dexter is professional, organized and quickly secured a buyer for us at the right price.  Highly recommend this group to buy or sell homes."
10171,0.25579545454545455,"I highly recommend Danny to anyone in the market for a new home in Seattle. My wife and I worked with Danny for over a year and throughout that time he was always responsive, dependable, and willing to share his deep knowledge and expertise of the local market and home buying process. When we were ready to make on offer on a home, Danny did a great job leading us through the process and helped us to craft a winning bid."
11974,0.2556818181818182,"(Translated by Google) Working with a home buying company was a new experience for me. I needed to sell my rental house for cash. These home buyers answered my questions and took care of all the details. I recommend them.

(Original)
Trabajar con una empresa de compradores de viviendas fue una experiencia nueva para mi. Necesitaba vender mi casa de alquiler por dinero en efectivo. Estos compradores de vivienda respondieron mis preguntas y se encargaron de todos los detalles. Los recomiendo."
878,0.2555555555555556,"Julien Carlson both sold a house for me and helped me buy one in the most difficult real estate market. He is a consummate professional who understands the nuances of the market, how to set the price for your sale in order to attract buyers as well as to maximize your profit. He is also uncanny in his ability to know exactly what to offer on a home to help ensure your offer is accepted - even with a multitude of offers. Julien is a gifted agent who I highly recommend!"
2339,0.2555555555555556,"First time ever using movers and boy am I glad I chose Wildcat Movers. Sergio, Dalton and Landon did an excellent job moving me from 3rd floor to another 3rd floor apartment on a brutally hot summer day. They were very efficient and professional. Without a doubt will call Wildcat Movers again for any future moves."
3559,0.25555555555555554,"Fantastic customer service and communication. These guys - Eric, Keith, Javier, Andre, and Willie made our big move stress free and were tremendously efficient. All items were packed and delivered with care. Highly recommend this company and crew! Thanks again."
557,0.25555555555555554,"Andy and his team were great! They were on time, fast, professional and very helpful. We had couple of heavy wardrobes and they made it look so simple.
The office called next day to ask about the move, overall a great experience!"
4566,0.25555555555555554,"Thank you, Josh for your your great service. He was able accommodate us the same day. He was quick and careful with our personal belongings."
6248,0.25555555555555554,"This is our second time working with Eco Movers, we will continue to rely on them should we ever need to move! Booking was super easy over the phone. So was filling out our inventory and getting an estimate. Jennise, Anton, and Tesmin helped get everything in and out on moving day which saved us a lot of time."
10160,0.2555143467643468,"If you are a first-time home buyer in Seattle, do yourself a favor and contact Zach. He will support you throughout the process with clear and accurate information and does so in a way that is strategic, without pressure, empathetic, and honest. He conducts weekly check-in’s, is highly responsive, practices COVID19 etiquette, has a large network of credible contacts you can leverage given his experience, has an assistant who like him is organized and accommodating, and has an extremely informative and well-done YouTube channel with highly relevant content that is updated frequently. During house tours, we were impressed with his acumen on all things related to a home. We never felt pressure to put an offer on a house as he always let us lead. When we decided to submit an offer, he gathered intel for us quickly, provided his strategic input, was thorough, and made us feel comfortable with each step. The Seattle market is tough and his guidance was invaluable. For the home we ended up purchasing, he made sure we even felt supported during our fast closing, checking in to make sure things were going smoothly with our lender. He even threw a special celebration when we got our keys, which we appreciated, by delivering lunch and giving us thoughtful housewarming gifts including a surprise for our kids. These little touches were very thoughtful. Overall, we’ve been spoiled by the high level of customer service Zach provided and give him our highest recommendation. We will 100% be using him in the future."
2804,0.25545454545454543,"Andy and his team helped us out in our moving. It was very professional, supreme quality service. All the moving was done without any scratch to our items and also at our new place. Very much satisfied with the service provided"
11156,0.25544791666666666,"I have to say, LUSH was a very easy company to work with when selling my house.  Very polite and very professional!!! I would highly recommend them."
2308,0.255316091954023,"****UPDATE****
After seeing our reviews on both Yelp and Google, I was contacted by Zane the owner. After a conversation, during which we explained everything on our end. He was cordial and accommodating and refunded us for one hour of service. My advice is to do a lot of research when moving and call around to 3-4 places for quotes to make sure you are getting the best deal.

Boosting up from 1 star to 3 stars because he was so eager to make the situation better.

PS Just make sure you pack all sentimental items yourself and transport them yourself so you can make sure they get there safe and secure.

___________________________________________________________________

As I sit here and read more of the ""good"" reviews the madder I get. Mostly because the two gentlemen that moved us said REPEATEDLY, ""Leave us a really good review and you will get $10 back.""

You quoted us $300-350 for a ONE BEDROOM APARTMENT 600 sq ft. So that is what I budgeted for. I thought at the MAX it would be around $450. SOMEONE tell me how in the world did it cost $800 to move a 600sq ft apartment? The two guys that came, moved extremely slow, stopped so many times, and used the restroom three-four times. (To clarify, I'm not mad about them using the restroom. But if you're going to charge by the hour, move faster). After I asked how we were doing on time because I knew this would be over budget, the guy responded, ""Would have been quicker but the stairs make us go slower""...... WHEN i DID THE QUOTE I TOLD THEM I WAS ON THE SECOND FLOOR OF BOTH PLACES.

Also many of my things were broken, a vase, a expensive pan and a novelty cookie jar. We're still missing a box of kitchen items.

From other bad reviews, I can see that this company does not value customer happiness at all. And to all inquirers beware, they DO basically beg you to leave a good review. So I wouldn't trust any of the good reviews. When I moved last time I used All My Sons, they moved quickly and efficiently and it was less that $400. Use them. Do NOT use this moving company."
1366,0.2552998737373738,"When we decided to begin our search to purchase a home after more than a decade of renting, we were referred to Every Door Real Estate by a co-worker, and we feel so fortunate for that referral. It led us to working with Erik Vordahl who has helped us through the very intense process of looking at houses during COVID-19 with a 2 year-old in tow.  Erik was always patient and mindful of the circumstances as we took turns viewing each property (one of us always had to stay outside with our toddler). Throughout our search he was knowledgable and honest about the process of making an offer on a house in the Seattle area, which is extremely competitive and fast-paced. He was always receptive to the many questions we had as first-time homebuyers. When we finally were able to make an offer on a home that we really, truly were excited to purchase, Erik was instrumental in getting our offer accepted. We couldn’t ask for a more thoughtful and people-oriented person to work with on the biggest purchase of our lives. He and the team at Every Door Real Estate worked very hard to make sure we were all set up to make the best possible offer when the time came, so when it did, everything went off without a hitch. We will be moving into our new home this autumn. We would highly recommend working with Erik and Every Door Real Estate if you are looking for a local, knowledgeable , and truly caring agent to help you on your next home purchase."
9502,0.25527417027417026,"Bolsun and Isko were amazing to work with! They showed up early, were very efficient, and handled some truck parking issues flawlessly. On top of that, they were careful with every single item down to the lightest boxes and even moved everything in the pouring rain. The company overall had a great transparency policy with their payments and we knew what we were expecting from start to finish. Highly recommend this moving company for any move you have and more specifically Bolsun and Isko!"
10373,0.2552083333333333,"Abe was simply amazing!!! I am active duty military and received a short notice reassignment to Miami. I contacted Abe, and he made all of the arrangements for me to look at properties that fit my lifestyle, taste, and budget. He was honest and patient. I feel comfortable referring him to family, friends, and other service members."
2004,0.2552083333333333,"We had Terence and Dylan help us with our move today and they were really great! We had an unlucky day with several hiccups, but those two handled everything with patience and worked hard all day. Thanks guys!!"
1400,0.2552083333333333,"Q and Zane worked very hard, effective and efficient. Great work guys, I will have wildcat on speed dial for my next move."
1170,0.2552083333333333,Super friendly and very personable! It was a pleasure meeting you Mauricio! Look forward to working together in the future!
7420,0.25519480519480525,"Jaylon and Deshun were on time and took great care of our things. They moved in a timely manner, and were even understanding enough to stop the clock when we arrived at our new place and found that management was not finished with polishing the floors. Jaylon and Deshun still got everything done in a reasonable amount of time. We are very satisfied with their services and will definitely be using Wildcat Movers the next time we need a hand with moving!"
1520,0.2551851851851852,"Josh is a very professional and responsive communicator - he made it easy to set up the move, even with short notice. The team of movers were on time, worked super efficiently and carefully, and did a great job with our move. I also appreciated that the owner followed up to make sure everything went well. Would definitely recommend them!"
8729,0.25503072196620585,"We can’t imagine working with a better realtor for our recent Seattle purchase than Danny. He worked with us for a few months before we actually started looking, fielding our many emails and sending us house searches to help us get familiar with the market. Once we started looking, Danny made us feel like we were his only clients - always available over email/phone, super on top of arranging showings, and really great at pointing out positives and negatives with each house. He is incredibly knowledgeable not just about the ins-and-outs of Seattle real estate, but also home ownership - in particular, Danny is really skilled at identifying possible issues (especially in older homes) and also noting good choices made by sellers.

Danny is also a pro at crafting an offer, an essential skill in such a competitive market. Importantly, he helped keep our spirits up when it seemed like we might not find a place, and in the end we bought a house that was even better than we had expected. Buying a house during COVID-19 certainly brings its challenges and tons of unpredictability, but Danny was patient, professional, and supportive throughout.

This was our second home purchase (first in Washington) and Danny is the third realtor we have worked with - compared to both our previous experiences and our expectations for this one, he really hit it out of the park."
3517,0.25500000000000006,"BOOK THEM!! Highly recommend this company! Their email about their services and pricing, is what finalized my decision. They laid out all of the charges, no hidden fees and the cash discount was a great option for us.

Tim did a fantastic job! They were on time, communicative, went the extra mile with my belongings, and asked questions throughout the move. They repacked a few items to ensure its safety, and even offered to unwrap stuff we wrapped ourselves.

Most of the other companies quoted us $2500 for a 1 bed 1 bath, but 5 hours for $1150, was reasonable and a steal!

Thank you for making our move so easy Tim!"
1534,0.255,Mario and crew did a great job especially in this heat! They were friendly and professional. Will reach out to Eco Movers in the future for any moving needs.
7363,0.255,"Max and Ivan are wonderful! They are extremely efficient, professional, and helpful. The process was seamless. I’d highly recommend this company to anyone!"
9622,0.255,"Phoenix has the best movers that we've ever used.  They are friendly, competent, careful, responsive, and flexible.  Cannot go wrong with them."
2021,0.255,"Was worth every dollar! Eric and Kel arrived on time, explained the move and went straight to work.  I appreciate the fact that they did not waste my time. They were both courteous and a pleasure to work with.  I will definitely use Wildcat Movers again should the need arise."
3898,0.255,"They were able to help me out on short notice, Kyle and Daron were such a pleasure to work with! They are very professional and fast. My dog loved them too."
6117,0.25492063492063494,"(Repeat Customer)
As before, AM Moving has been a professional and efficient experience.  The team sent out for my most recent move was fast, fantastic,  friendly, knowledgeable and experienced. Sean(Shawn?) and Mike were a great team and we all worked well together on this project of loading my house into a truck I rented.

Due to their fantastic positioning skills and care for my items, nothing was damaged on the 12 hour drive to Colorado. Even after a deer hit the rented Penske moving truck. If I am ever in Texas again and need something moved or assembled, AM Moving will be who I call.

(Previous Move)
Eric and his team were fantastic! Very efficient, careful, and professional. We only had a damaged roller off of a very cheap office chair. (Which we didnt care about the roller) They moved some incredibly heavy equipment and furniture with great respect and speed. Everything was shrink wrapped and stacked very well. Tetris ain't got nothin.

I will recommend this company and Eric's team!

Only suggestion, use an app for on the spot CC payments."
1659,0.25485714285714284,"Called for a last minute pickup and delivery of a large sofa. Great service, wrapped the couch, and took old couch all within a hr in a Miami high rise. Would recommend and use again"
6872,0.2547619047619048,Just used them to move my mom from a first floor apartment across town to a third floor apartment. Kameron and Kyler were great. They were efficient to make the move smooth and quick. They worked well as a team and we're polite. We will definitely use them again with another move in the future.
7860,0.2545454545454545,I had a short move recently and these folks knocked it out of the park. The guys sent were professional and fast. No clock riders here. They were in and out real fast and under the alotted time so I had zero overages. I’ve moved a bunch for work over the years and these guys were the best. I have a co-worker moving into a new home and I’ve already given him their number. 100% worth it and 100% as advertised.
4951,0.25416666666666665,Our movers... Luke and satch were motivated and hard working. We would recommend them to anyone. They did a great job.
9496,0.25416666666666665,Great hard working company
8188,0.25416666666666665,"Damien, Dalton and Kameron were great. Hard workers and efficient."
7911,0.25416666666666665,"I have gone through the home purchasing process before, and my experience with Josh was leaps and bounds better than anything in the past. Every question at every step was answered quickly and thoroughly. The townhouse fits perfectly, and Josh continued to help after the purchase was done! Josh really knows his stuff and goes that extra mile! I'll come to him for any future real estate needs!"
11454,0.25416666666666665,Working with Richr was a great experience.  Jennifer and Serena worked hard and was never out of touch with me. I was out of state and they got notary's to came to my home and I'm in the country.   Thank you for all you did for me.
6573,0.25416666666666665,Great service and hard working. Recommended.
6137,0.25416666666666665,"Oscar , Catalino and Papuani
Were a great help for my move  on December 4th 2023
Oscar lead the way, yet all worked well together. I appreciate the communication  , on time, hard work and care for my things. Thank you guys"
1336,0.2540909090909091,Edwin and Chris did an amazing job moving us from an apartment to our new house! They treated our furniture with care and were very efficient. Everything about my experience with Wildcat Movers was so seamless. I highly recommend this company!
2395,0.2540476190476191,"Exodus proved to be a great experience for me and my family. Despite a few schedulling hiccups, the day went VERY smoothly. The movers were kind and professional and have EXTREMELY hard work ethic. highly recommend!!"
240,0.25393939393939396,"The guys who helped us move were great. We had a local move and they got everything moved into our new home in less than two hours. They were patient with me while I tried to figure out where I needed things to go and everything was handled with care, nothing was damaged. Thank you for the help and making our move stress free!"
3279,0.25388888888888883,"I’ve used Easy Company twice, once to move from a condo to a house, and more recently to move my elderly mother from one assisted living place to another. On that job, the movers were kind and patient as we dealt with unforeseen obstacles (broken elevator) in a highly stressful situation. Their prices are competitive and the moving crew is top notch. I would use Easy Company again for any moving job, no question!"
5620,0.2538095238095238,"I've moved more times than I can count over the last 25+ years and this was the smoothest, most professional and stress-free experience to date. I received a call in the morning letting me know of their expected arrival time and they showed up with one more mover (bonus since I was paying by the hour, not by the number of movers). My items were headed to storage in their vaults (similar to on-site pods) so they took extra special care to wrap up all of the furniture and furnishings that weren't packable into a box. Nicest group of guys, couldn't have asked for a better experience on a usually stressful or overwhelming day!
And in the end, they came in UNDER their original estimate so I even saved a bit of money. When does that happen??  Love this company and highly recommend giving them a shot!"
850,0.25375,I highly recommend Anatalia Wright as I have known her professionally for well over a decade. She has always offered consistent and clear communication based on my needs and gone above and beyond for me and my business. She is one of the most genuine and hardest working individuals I have had the pleasure in meeting. You will be so grateful you gave her your time and trust in this very important process.
6659,0.25374675324675333,"2021 Update… The same house Dexter helped us buy back in 2018, he just helped us sell in record time! We were the highest selling townhouse in my area and the best open house to date.
I can’t imagine working with another realtor. He has the knowledge and wisdom to help maneuver the best deals, getting us the appointments for showings ASAP and the communication that has to be there every step of the way it’s definitely on par. The market is not what it used to be back in 2018. And every single time we wanted to put an offer Dexter made sure to come back to us with all the tools and analysis we needed to make our offers stand out. We settled for the house of our dreams and it wasn’t even a house we had planned to see.
But he knew what we were looking for and put our needs first. I really do appreciate the work and effort he has put in helping us get our dream home. I honestly recommend him to everyone I know that’s looking for a realtor that’s going to listen to you, guide you and help you get what you want.

Thanks Dexter !

2018 Review
Dexter knows the real estate industry from top to bottom. I told him exactly what we wanted and he delivered. Sold our home in 30 days and moved into our new one in 15 days. That level of commitment and determination I could not have found anywhere else. Highly recommend…."
5500,0.2537037037037037,"We had the most wonderful experience with Alana Slatter and her team. My husband and I were first time homebuyers so we had no idea what we were doing. Alana is very trust worthy and went above and beyond to be flexible, educate us, and guide us throughout the entire process. She worked diligently around the clock every step of the way, even putting together a last minute offer for our dream home while she was on vacation in Mexico over the Christmas holiday (which ended up being accepted by the sellers by the way!). We were blown away by her dedication, integrity, and efficiency throughout the entire process. We would 10/10 recommend her services to anyone looking to buy a home in the Dallas area."
11183,0.2536212121212122,"I guess I'll write yet one more 5 star review for Geoff Hill! Highly recommended for any first time home buyer. Geoff gave my wife and I the space and had the patience we needed to figure out what we wanted and what was in the realm of possibilities and at the very moment we had our epiphany and said ""That's the one!"" he put in a bid and we went on a camping trip and he made it all happen! With a few periodic check-ins to receive the counter offer and counter it we came in under asking price and came back from our camping trip with a new home! He took care of all the nuts and bolts stuff leading up to settlement that most new home buyers are clueless about as well as educating us along the way about the whole process. There's plenty of phony stuffed shirts out there in the Real Estate business but Geoff has a class, style and character that is all his own that put him way above the rest and in a league of his own. We give him the highest recommendation to all those purchasing in the Seattle area. Thanks again Geoff!"
7086,0.2535899814471243,"As a first-time homebuyer, I couldn't have gotten luckier than being referred to Get Happy at Home.  I had a very tight deadline as I needed to find a place, buy it, and move in – all in under 8 weeks. I was nervous about making the wrong purchase in such a short timeframe, but with the confidence and expertise of Matt and Ian, I was able to relax knowing that they’re taking care of everything.

When I was worried about potential competing offers on the home I wanted, Matt immediately reassured me with a confident “We will win” – it just sounded like a fact. We even beat my tight deadline 😊 – after we first met, we sent out an offer in less than a week and I was able to move to the new place in less than a month!

I cannot stress enough how much I had a sense of “being taken care of” by Get Happy at Home. Both Matt and Ian were completely on top of my purchase, so it didn’t matter if one of them had a conflict with another client. Whenever I needed anything one of them was available to give a prompt reply or fit me into their schedule.

They steered me away from what would have been some potentially bad choices and were able to provide a litany of information about every aspect of buying a home. All their contacts were great to work with, and Matt and Ian provided a ton of advice on how to navigate the whole process. This was crucial to someone like me who knew absolutely nothing going into this.

It was also just a great time working with Matt and Ian. They were so warm and friendly that I really enjoyed working with them, and I’m excited about the next time that I get to reach out. I’ve already been recommending them to as many of my friends that will listen!"
11504,0.2534090909090909,"Rob and his team are AMAZING!! Rob helped us buy our first home and was patient with us, taking the time to explain the whole
process throughout. We loved working with him so much we had him sell and buy our second home as well! Sadly we have now moved out of state otherwise we would definitely work with Rob for any future home buying/selling. He is excellent at timely communication, organized, and informative. We can’t thank you enough Rob!"
11691,0.25333333333333335,Tina Dang is the most professional and diligent  realtor I’ve had the pleasure of working with. Highly recommend her services to any in the market for property.
3318,0.25333333333333335,"Floyd and Preston,
Were my movers and they both were professional and respectful. I highly recommend these guys. Thank you both."
2389,0.25333333333333335,"Samuel and Antonio did an outstanding job moving our office items. They were punctual, polite and professional. Highly recommend using this company."
10872,0.25333333333333335,"Fantastic Realtor in Miami highly recommend. He helped us rent a property in a matter of days, has been always diligent and looked after every detail in our favour during the whole process. I can describe Wilson in three words: efficient, efffective, reliable."
833,0.25333333333333335,"I have used AB Moving many times before. I just used them again and they were on time, professional and packed everything wonderfully. I highly recommend them and will use them again, if needed."
7458,0.25333333333333335,They are are cleanest neatest and fastest movers and soooo nice Highly recommend 😀 I will continually use and recommend for the future !
10986,0.25333333333333335,"Looking for apartments is already stressful enough on its own, but in this market it is 100x worse. I am so incredibly grateful to have had Sopiko help me out. She understood how worried I was about finding a place I liked in such short period of time and did everything in her power to make sure we moved quickly. To anyone looking for a reliable realtor I definitely recommend having Sopiko guide you!"
4649,0.2533333333333333,"These guys were super easy and professional to work with. They arrived on time, moved efficiently and carefully, and communicated effectively. I’m glad I chose them."
10383,0.2533333333333333,"The whole process of buying and selling your home and moving is exciting - and stressful. Jesse and his team did a phenomenal job so everything went smoothly. Some examples include suggesting things we could do to reduce the stress, educating us on the process, keeping us informed each step along the way, quickly answering our questions via text or phone, knowing key strategies to effectively sell in our current market, helping us get the home cleaned and staged – ready to sell, and helping us buy our next home."
5763,0.2532619047619048,"This company is great. I highly recommend Pure Movers. Very responsive initially, and then during the actual move they showed up on time, worked quickly, protected my belongings and were very polite on top of it! I would definitely hire them again."
9033,0.25320512820512825,"I used this company to move my dad to a senior living place and then 3 weeks later to move my mother in to a condo. The contact people to schedule everything are super sweet and so helpful And they are extremely reasonable in price compared to other places. And the movers they hire are the friendliest, most respectful group of young men who get the job done quickly and professionally.  This is the best experience I have ever had with a moving company and will only use them for any future moves."
1262,0.253125,"Tod was referred to me by a friend who used his services and he lived up to her recommendation.  He had my listing up within a matter of days from my initial phone call and used his magic camera to make my place look great.  We received 2 full price offers within 36 hours of listing.  He helped me select the best offer and provided his expert guidance and assistance throughout, including dealing with the seemingly inexperienced and difficult buyer's agent.

Thank you, Tod, for getting it sold!"
4006,0.253125,"AM Moving Company did a wonderful job. They were on-time, efficient, very polite, professional, and I couldn't believe they got the job done UNDER BUDGET!  Nothing was broken during the move, and no damage to our walls or floors.  I've moved several times with movers and this is by far the best move we ever had. I would use them again for a local move without any hesitation!"
7530,0.2531122448979592,"Moved today from my old apartment to a Townhouse, and Pure Moving made out so easy! They are very careful, thoughtful and punctual, and everything was done super fast! Thank you John and team, you guys rock!"
424,0.25298295454545455,"A ton of stuff (3 trucks) moved from a 1-story house in Dallas, TX to a 3-story townhouse in Philadelphia, PA in less than 3 days!!!

They are bunch of very friendly but professional people, who are hard working and efficient; punctual and responsive; they took good care of our fragile and/or heavy stuff and everything arrived in perfect condition.

Excellent service!

Highly recommended!!!

Look no further!"
165,0.25284090909090906,Arrived on time and delivered my new mattress safely. They also took all packaging back with them. Friendly and polite crew.
12013,0.2528061224489796,"All I can say that Sage Newman went above and beyond my expectations and found me & my wife a fantastic home. After viewing over 30 properties he painstakingly reviewed my criteria and patiently showed me different areas and homes. My goal was to find something that was unique, had an impeccable view and was large enough to accommodate my growing family, including my white German Shepard, Apollo.  Sage is concerned with his clients desires and it shows.

Also sage was instrumental is helping me link up with financial institutions. With his Harvard degree and also his MBA he truly shows that he has amazing training and deep passion to give his clients the best.

I recommend Sage & LacMont really with utmost enthusiasm."
5525,0.2527888777888778,"Elijah and Pele we're absolutely amazing during our move. They we're kind, careful, efficient, and positive. When our elevator broke in our new building, they were extremely understanding and moved all out items quickly and with a smile. Pure Moving Company is by far the best experience I've ever had, and I will definitely use them for my next move."
8866,0.2526666666666667,"We had the pleasure of working with Monika MacGuffie as our Real Estate Agent in purchasing our house. As first-time home buyers we had lots of questions and Monika was patient and quick in responding to us. She helped us navigate this difficult market and prepared us so that we could confidently make competitive offers. Monika was warm, energetic, and understanding throughout the whole process, but was also a strong negotiator when we needed to be. We highly recommend her and would work with her again."
9019,0.25266666666666665,"No one can truly perceive the challenges associated with selling a residence. Undoubtedly, it has been the most arduous experience I have encountered thus far. Exhausting all alternative avenues, I endeavored to discover a means to sell my house. While recognizing that the primary objective of this industry revolves around maximizing the company's profit, regrettably, it appeared that the focus lay more on monetary gain rather than ensuring the contentment of both myself and my family. Nevertheless, a benevolent acquaintance directed me towards Peak Cash Offers, and I must express my sincere gratitude for their concern towards my welfare. The team consistently ensured that I comprehended each and every document I was presented with. Among the esteemed members of the organization, Mel, in particular, was quite noteworthy. His assistance and careful explanation of every document instilled confidence within me, thereby facilitating a prosperous transaction. My elation knows no bounds. Within a few short days, the transaction was completed, and my house was successfully sold. Furthermore, their exceptional service extended beyond my expectations, as they expertly managed the logistics, even arranging for a reputable moving company. Their genuine concern and seamless facilitation of the entire process unequivocally demonstrated their commitment to my satisfaction. Consequently, if you are contemplating selling your house, I strongly urge you to consider this superior establishment. They took great care of me, and I am confident they will do the same for you."
10423,0.25257936507936496,"5-star Review

Our experience with Weisbarth and Associates raised the bar for the real estate industry!

From the in-depth introduction call, many in-home tours to many late-night offer calls—they were with us every step of the way. In an unprecedented 2020 real estate market where houses are going upwards of 15% over listing price, it was comforting to know that the Weisbarth team discussed the climate during weekly team meetings and with Doron at the helm we felt so comfortable in their hands. Doron has over 20 years of experience and we trust his judgement.

Our real estate broker, Blake Ciscernos, was a delight to work with. He is a strong broker with many years of experience, yet he is the most patient and calm guy you will meet. He is super knowledgeable about the Seattle market and was always listening to our needs and must-haves in our future home. It was great lean on him for his ideas and his perspective that always stayed true to our wish-list.

During the summer 2020 home-hunting season, its been a challenge to navigate the ever-changing stay at home orders. But we all approached it with calm and grace. Blake was always early to meet us at our tours. He was always wearing a mask to protect himself and others, and behind the mask we could tell he was also always wearing a smile.

When it came time to do our final walk-through, he was so patient as we toured the home with a contractor to shore up the small items on our list of to-dos. The home was in beautiful condition-albeit a few items that we wanted to address. Like missing trim in the closets, broken window latches and a closet door with jams rubbing one another.

We had wondered if the sellers were able to address the small issues prior to closing and we reached out to Blake to confirm. After consulting with Doron, unfortunately, we weren’t in a position to ask because we had waived several contingencies in our offer. The team really wanted us to have an awesome experience and focus on our our beautiful home. We were delighted to hear that Blake and team would go the extra mile and cover the repairs for us. What a lovely gesture!

If you are looking for a no pressure, pleasant and trustworthy experience in buying your next home, don’t hesitate to simply attend the introductory call with Blake. The rest of the process will be just as easy and natural. His expertise is unparalleled in the Seattle real estate market!"
11951,0.2525,"A friend referred me to Danny quite a while back. Danny was very professional and met me nearby my office to give me an overview of the home buying process which was helpful and informative. Kudos to Danny, I didn't prioritize my home search for quite a while after that meeting, but he would regularly check in without pressuring me to start looking at places. Thanks for hanging in there with me! When I was finally ready, he made himself available for home tours on my days off, and was a trouper since I wanted to see as many places as possible each day. I'm thrilled I was able to find my first home and have Danny help with the whole process."
9170,0.2525,Boris and Rick were very professional and friendly
128,0.2525,"The movers arrived early even its holiday, and they move my stuff with both care and efficiency. My 1b1b was done within only 3 hours. Overall a very good experience."
7783,0.2525,"(Translated by Google) A very professional service, people with a lot of experience, punctuality and seriousness distinguish them. I recommend them for your moves and cargo shipments.

(Original)
Un servicio muy profesional,  una gente con mucha experiencia, la puntualidad y seriedad los distingue. Los recomiendo para sus mudanzas y envios de carga"
8555,0.25233333333333335,"They were on time, and very detailed with packing. They were non stop packing and getting things put away making this whole experience so easy! This is the only way to make a big move!"
3426,0.2520833333333334,"I found Easy Company after another moving company could not move a heavy sleeper couch out of an apartment they previously moved the couch into. What took the other company's crew 30 min trying to maneuvering the couch out of the door which culminated in some damage to the door, literally was not at all the case with Easy Company Moving's crew. Easy Company literally made it look easy in comparison. What a great professional crew who are great at problem solving and lifting incredibly heavy objects! I'm super grateful."
6711,0.2520833333333333,This truly is a free service. I was able to speak with Serena who guided me through the painless process. There are no hidden fees!  I was able to list and sell my house with no issues at all. If you have any questions they will get back to you fast and answer all your questions. I will defiantly use them again in the future. Thanks again! You guys saved me lots of money!
2259,0.2520833333333333,"Cheapest rates, it was something like $89/hr cash for 2 men crew, but they were doing specials so could be different for others. Josh and Joe worked hard and they got the job done. They were courteous and good fellas. No complaints."
7803,0.2520833333333333,"It was by far the best experience me and my family had for moving, thanks for all the hard work moving my grandfather grandfather clock."
2493,0.2520833333333333,"First time hiring movers and Netzer, Cha, and Catarino took care of my family’s big move so smooth and nice I’m kicking myself for not hiring Eco-Movers for my other moves. Netzer kept in contact at every step and had great communication with me and the rest of the guys. Everyone today was super friendly, hard working and got the job done quicker than scheduled! 10/10"
9007,0.2520833333333333,"A startup that has real potential.
I know some people who have bought their houses using Redfin and have Redfin in the past.
I really liked the engineering team when I talked to them and they are working on some really cool and innovative projects.
Pretty office!"
5279,0.25201636904761904,"The three movers that helped us move all of our belongings were incredibly strong and careful to protect our furniture. They wrapped everything with blankets and stretch wrap, so nothing got damaged. None of the walls were banged up or scratched. They were all very nice and kept asking if there was anything else you could help us with. They even helped install the couch which is very difficult. Thanks guys!!!! They also stayed to make sure our living room was set up the way we wanted. I would absolutely hire them again!!"
3451,0.252,Highly recommend this company. Great people and professional work. They went above and beyond for us. Thanks for everything Manny+team.
11019,0.252,Johnine helped my wife and I purchase a house in North Seattle in 2015 and without her we wouldn't have been able to win the bid in the crazy housing market in Seattle. She was ALWAYS responsive and available. She answered every question ever asked. She exhibits the highest level of integrity. I highly recommend her.
9318,0.252,"Not only is Nathali extremely familiar with the market, she is extremely kind AND professional. She and her team are helpful every step of the way! HIGHLY recommend working with her."
6484,0.2518939393939394,Courtney’s crew were friendly and courteous. He was training new guys so they were a bit slow but overall good move
11452,0.25186868686868685,Melinda was such a blessing to me when I was trying to find an apartment in Dallas! She was very helpful and tailored the apartment search to what I was looking for. She was very thorough and made sure I had a smooth transition. I absolutely love my new apartment and I could not have done it without her! I would highly recommend Melinda and Dallas Luxury Realty to anyone trying to find a new place in Dallas.
9732,0.25178571428571433,We were first time home buyers and Patty was great about explaining and guiding us through the home buying process. She even had a PowerPoint she walked us through at our first meeting! She was very accommodating to our schedules for showings. We were also looking during the height of the crazy housing market in 2021 and we felt like she was a great advocate for us in competitive situations. We can’t recommend Patty enough!!
266,0.2517857142857143,We couldn’t have done the move without the extra hands. And I’m so glad to choose Pure Movers. I received an awesome  service from this company. Movers were able to move everything we packed and our heavy furniture. In the future if I have to use them again I’ll definitely would.
8481,0.25166666666666665,"In an industry where trust can be elusive, not fulfilling promises, Peak Cash Offer staff consistently worked hard to assist my needs and kept their promises. What’s sets them apart is their dedication to turning promises into results. Incredible smooth transaction and I totally recommend and endorse Peak… Thank you guys!"
5980,0.25166666666666665,"Wildcat Movers was very highly recommended to me, and they did not disappoint!  Dalton and Korey were punctual, polite, and very careful with all my worldly possessions. I’ll be a repeat customer for sure!"
251,0.2515625,Perfect move. Very responsive and professional. The crew worked fast so our final cost was much below the initial quote. We really appreciate that!!
11203,0.2515079365079365,"Geoff is simply the best. We were unhappy working with another large realtor company and losing several bids with them/not feeling well represented. We switched to Geoff and the experience was absolutely refreshing! He was responsive, available and really with us through buying a home in a  difficult market. From start to finish we were consistently impressed with his willingness to explain the process while acting quickly to get things done. Honestly, the fact that he managed to negotiate a price for us that was below the home's appraised value was just the cherry on top. We'll definitely work with him again!"
1052,0.2513888888888889,"Marshall, Isaac, and Marvin were absolutely fantastic! The move went so smoothly - they were on time, fast, super polite, and careful with everything! Highly recommend!"
